# 070712 hashmap of PDBv2 naming to PDBv3 naming scheme 
HC55 DBL,5HC5 DBL
HC85 DBL,5HC8 DBL
HC16 DBL,6HC1 DBL
HC26 DBL,6HC2 DBL
HC36 DBL,6HC3 DBL
HN86 DBL,6HN8 DBL
HC96 DBL,6HC9 DBL
HC47 DBL,7HC4 DBL
HC67 DBL,7HC6 DBL
HO87 DBL,7HO8 DBL
HO97 DBL,7HO9 DBL
HO08 DBL,8HO0 DBL
HC'1 DBL,1HC' DBL
H2'1 DBL,1H2' DBL
H2'2 DBL,2H2' DBL
HC'5 DBL,5HC' DBL
H7'1 DBL,1H7' DBL
H7'2 DBL,2H7' DBL
H7'3 DBL,3H7' DBL
H8'1 DBL,1H8' DBL
H8'2 DBL,2H8' DBL
H9'O DBL,OH9' DBL
HO'1 DBL,1HO" DBL
H2A1 DBL,1H2" DBL
H2A2 DBL,2H2" DBL
H2'3 DBL,3H2" DBL
 H5' DBM, H5' DBM
 H1  DBM, H1  DBM
H6'1 DBM,1H6' DBM
H6'2 DBM,2H6' DBM
H6'3 DBM,3H6' DBM
 H4' DBM, H4' DBM
 H1' DBM, H1' DBM
 H8  DBM, H8  DBM
 H2  DBM, H2  DBM
 H71 DBM,1H7  DBM
 H72 DBM,2H7  DBM
 H73 DBM,3H7  DBM
 H2' DBM, H2' DBM
 H3  DBM, H3  DBM
 H3' DBM, H3' DBM
 H4  DBM, H4  DBM
H271 DBN,1H27 DBN
H272 DBN,2H27 DBN
H281 DBN,1H28 DBN
H282 DBN,2H28 DBN
H291 DBN,1H29 DBN
H292 DBN,2H29 DBN
H301 DBN,1H30 DBN
H302 DBN,2H30 DBN
 H4  DBN, H4  DBN
 H5  DBN, H5  DBN
 H10 DBN, H10 DBN
 H11 DBN, H11 DBN
 H12 DBN, H12 DBN
 H14 DBN, H14 DBN
 H16 DBN, H16 DBN
 H17 DBN, H17 DBN
 H19 DBN, H19 DBN
 H20 DBN, H20 DBN
 H22 DBN, H22 DBN
 H25 DBN, H25 DBN
 HN1 DBO, HN1 DBO
 H3  DBO, H3  DBO
 H5  DBO, H5  DBO
 HO7 DBO, HO7 DBO
 H91 DBO,1H9  DBO
 H92 DBO,2H9  DBO
 H12 DBO, H12 DBO
H141 DBO,1H14 DBO
H142 DBO,2H14 DBO
 H18 DBO, H18 DBO
 H21 DBO, H21 DBO
 H23 DBO, H23 DBO
 H25 DBO, H25 DBO
H271 DBO,1H27 DBO
H272 DBO,2H27 DBO
H273 DBO,3H27 DBO
H311 DBO,1H31 DBO
H312 DBO,2H31 DBO
 H35 DBO, H35 DBO
 H37 DBO, H37 DBO
 H39 DBO, H39 DBO
 H41 DBO, H41 DBO
 H43 DBO, H43 DBO
 H48 DBO, H48 DBO
 H52 DBO, H52 DBO
 H54 DBO, H54 DBO
 H56 DBO, H56 DBO
 H58 DBO, H58 DBO
 H63 DBO, H63 DBO
 H65 DBO, H65 DBO
 H67 DBO, H67 DBO
 H69 DBO, H69 DBO
 HN1 DBP,1HN  DBP
HN21 DBP,1HN2 DBP
HB11 DBP,1HB1 DBP
HB21 DBP,1HB2 DBP
HD11 DBP,1HD1 DBP
HC11 DBP,1HC1 DBP
HC21 DBP,1HC2 DBP
HCZ1 DBP,1HCZ DBP
HE21 DBP,1HE2 DBP
HE22 DBP,2HE2 DBP
 HN2 DBQ, HN2 DBQ
 H61 DBQ,1H6  DBQ
 H62 DBQ,2H6  DBQ
 H71 DBQ,1H7  DBQ
 H72 DBQ,2H7  DBQ
 HN1 DBQ, HN1 DBQ
 H1  DBQ, H1  DBQ
 H2  DBQ, H2  DBQ
HN51 DBQ,1HN5 DBQ
HN52 DBQ,2HN5 DBQ
 HN3 DBQ, HN3 DBQ
H11A DBR,1H1  DBR
H12A DBR,2H1  DBR
 H2  DBR, H2  DBR
H31A DBR,1H3  DBR
 H32 DBR,2H3  DBR
 H41 DBR,1H4  DBR
 H42 DBR,2H4  DBR
 H5  DBR, H5  DBR
 H61 DBR,1H6  DBR
 H62 DBR,2H6  DBR
 H71 DBR,1H7  DBR
 H72 DBR,2H7  DBR
 H8  DBR, H8  DBR
H101 DBR,1H10 DBR
H102 DBR,2H10 DBR
 H12 DBR, H12 DBR
H131 DBR,1H13 DBR
H132 DBR,2H13 DBR
H141 DBR,1H14 DBR
H142 DBR,2H14 DBR
H151 DBR,1H15 DBR
H152 DBR,2H15 DBR
H161 DBR,1H16 DBR
H162 DBR,2H16 DBR
 H31 DBR, H31 DBR
 H19 DBR, H19 DBR
 H20 DBR, H20 DBR
 H21 DBR, H21 DBR
 H24 DBR, H24 DBR
 H25 DBR, H25 DBR
 H26 DBR, H26 DBR
H281 DBR,1H28 DBR
H282 DBR,2H28 DBR
H283 DBR,3H28 DBR
H291 DBR,1H29 DBR
H292 DBR,2H29 DBR
H293 DBR,3H29 DBR
 HO4 DBS, HO4 DBS
 HC7 DBS, HC7 DBS
 HO1 DBS, HO1 DBS
HC13 DBS,HC13 DBS
HC10 DBS,HC10 DBS
 HN1 DBS, HN1 DBS
HC22 DBS,HC22 DBS
H281 DBS,1H28 DBS
H282 DBS,2H28 DBS
HO13 DBS,HO13 DBS
HO15 DBS,HO15 DBS
 HO6 DBT, HO6 DBT
 H2  DBT, H2  DBT
 H81 DBT,1H8  DBT
 H82 DBT,2H8  DBT
 H91 DBT,1H9  DBT
 H92 DBT,2H9  DBT
H101 DBT,1H10 DBT
H102 DBT,2H10 DBT
H111 DBT,1H11 DBT
H112 DBT,2H11 DBT
H121 DBT,1H12 DBT
H122 DBT,2H12 DBT
H131 DBT,1H13 DBT
H132 DBT,2H13 DBT
H141 DBT,1H14 DBT
H142 DBT,2H14 DBT
H143 DBT,3H14 DBT
 H1  DBU, H1  DBU
 H2  DBU, H2  DBU
 HB1 DBU,1HB  DBU
 HG1 DBU,1HG  DBU
 HG2 DBU,2HG  DBU
 HG3 DBU,3HG  DBU
 HXT DBU, HXT DBU
 HNA DBV, HNA DBV
HMA1 DBV,1HMA DBV
HMA2 DBV,2HMA DBV
HMA3 DBV,3HMA DBV
HBA1 DBV,1HBA DBV
HBA2 DBV,2HBA DBV
HHA1 DBV,1HHA DBV
HAA1 DBV,1HAA DBV
 HNB DBV, HNB DBV
HHB1 DBV,1HHB DBV
HMB1 DBV,1HMB DBV
HMB2 DBV,2HMB DBV
HMB3 DBV,3HMB DBV
HAB1 DBV,1HAB DBV
HAB2 DBV,2HAB DBV
HBB1 DBV,1HBB DBV
HBB2 DBV,2HBB DBV
H2B1 DBV,1H2B DBV
HHC1 DBV,1HHC DBV
HHC2 DBV,2HHC DBV
HMC1 DBV,1HMC DBV
HMC2 DBV,2HMC DBV
HMC3 DBV,3HMC DBV
HAC1 DBV,1HAC DBV
HAC2 DBV,2HAC DBV
HBC1 DBV,1HBC DBV
HBC2 DBV,2HBC DBV
H2C1 DBV,1H2C DBV
 HND DBV, HND DBV
H1D1 DBV,1H1D DBV
HMD1 DBV,1HMD DBV
HMD2 DBV,2HMD DBV
HMD3 DBV,3HMD DBV
HAD1 DBV,1HAD DBV
HBD1 DBV,1HBD DBV
HBD2 DBV,2HBD DBV
 H   DBY,1HN  DBY
 H2  DBY,2HN  DBY
 HA  DBY, HA  DBY
 HB2 DBY,1HB  DBY
 HB3 DBY,2HB  DBY
 HD1 DBY, HD1 DBY
 HD2 DBY, HD2 DBY
 HH  DBY, HH  DBY
 HXT DBY, HXT DBY
 HN1 DBZ,1HN  DBZ
 HN2 DBZ,2HN  DBZ
 HA  DBZ, HA  DBZ
 HB1 DBZ,1HB  DBZ
 HB2 DBZ,2HB  DBZ
 HNG DBZ, HNG DBZ
 H2  DBZ, H2  DBZ
 H6  DBZ, H6  DBZ
 H3  DBZ, H3  DBZ
 H5  DBZ, H5  DBZ
 H4  DBZ, H4  DBZ
 HO  DBZ, HO  DBZ
HOP3  DC,3HOP  DC
HOP2  DC,2HOP  DC
 H5'  DC,1H5*  DC
H5''  DC,2H5*  DC
 H4'  DC, H4*  DC
 H3'  DC, H3*  DC
HO3'  DC,H3T   DC
 H2'  DC,1H2*  DC
H2''  DC,2H2*  DC
 H1'  DC, H1*  DC
 H41  DC,1H4   DC
 H42  DC,2H4   DC
 H5   DC, H5   DC
 H6   DC, H6   DC
H2C1 DC1,1H2C DC1
H2C2 DC1,2H2C DC1
H4C1 DC1,1H4C DC1
H4C2 DC1,2H4C DC1
H6C1 DC1,1H6C DC1
H6C2 DC1,2H6C DC1
H7C1 DC1,1H7C DC1
H7C2 DC1,2H7C DC1
H7C3 DC1,3H7C DC1
H8C1 DC1,1H8C DC1
H8C2 DC1,2H8C DC1
H8C3 DC1,3H8C DC1
 H6  DC8, H6  DC8
 H8  DC8, H8  DC8
H101 DC8,1H10 DC8
H102 DC8,2H10 DC8
 H15 DC8, H15 DC8
 H20 DC8, H20 DC8
 H21 DC8, H21 DC8
 H24 DC8, H24 DC8
 H2  DC8, H2  DC8
 H3  DC8, H3  DC8
H141 DC8,1H14 DC8
H142 DC8,2H14 DC8
 H18 DC8, H18 DC8
HO23 DC8,HO23 DC8
 H25 DC8, H25 DC8
HO26 DC8,HO26 DC8
 H2A DCA, AH2 DCA
H61A DCA,AH61 DCA
H62A DCA,AH62 DCA
 H8A DCA, AH8 DCA
 H1B DCA,AH1* DCA
 H2B DCA,AH2* DCA
HO2A DCA,AHO2 DCA
 H3B DCA,AH3* DCA
HOA8 DCA,8HOA DCA
HOA9 DCA,9HOA DCA
 H4B DCA,AH4* DCA
H51A DCA,AH51 DCA
H52A DCA,AH52 DCA
HOA2 DCA,2HOA DCA
HOA5 DCA,5HOA DCA
H121 DCA,1H12 DCA
H122 DCA,2H12 DCA
H131 DCA,1H13 DCA
H132 DCA,2H13 DCA
H133 DCA,3H13 DCA
H141 DCA,1H14 DCA
H142 DCA,2H14 DCA
H143 DCA,3H14 DCA
 H10 DCA, H10 DCA
 HO1 DCA, HO1 DCA
 HN8 DCA, HN8 DCA
 H71 DCA,1H7  DCA
 H72 DCA,2H7  DCA
 H61 DCA,1H6  DCA
 H62 DCA,2H6  DCA
 HN4 DCA, HN4 DCA
 H31 DCA,1H3  DCA
 H32 DCA,2H3  DCA
 H21 DCA,1H2  DCA
 H22 DCA,2H2  DCA
 H23 DCA,3H2  DCA
HC1A DCB,HC1A DCB
HC2A DCB,HC2A DCB
HC3A DCB,HC3A DCB
HC4A DCB,HC4A DCB
HC5A DCB,HC5A DCB
H6A1 DCB,1H6A DCB
HCA2 DCB,2HCA DCB
HO3A DCB,HO3A DCB
HO6A DCB,HO6A DCB
HC1B DCB,HC1B DCB
HC2B DCB,HC2B DCB
HC3B DCB,HC3B DCB
HC4B DCB,HC4B DCB
HC5B DCB,HC5B DCB
H6B1 DCB,1H6B DCB
H6B2 DCB,2H6B DCB
HO2B DCB,HO2B DCB
HO3B DCB,HO3B DCB
HO4B DCB,HO4B DCB
HO6B DCB,HO6B DCB
 HC2 DCB, HC2 DCB
 HC3 DCB, HC3 DCB
 HC5 DCB, HC5 DCB
 H2  DCC, H2  DCC
 H8  DCC, H8  DCC
H101 DCC,1H10 DCC
H102 DCC,2H10 DCC
H111 DCC,1H11 DCC
H112 DCC,2H11 DCC
H121 DCC,1H12 DCC
H122 DCC,2H12 DCC
H123 DCC,3H12 DCC
HN61 DCC,1HN6 DCC
HN62 DCC,2HN6 DCC
 H1' DCC, H1' DCC
 H2' DCC, H2' DCC
 H1  DCC, H1  DCC
 H3' DCC, H3' DCC
 H4' DCC, H4' DCC
H5'1 DCC,1H5' DCC
H5'2 DCC,2H5' DCC
 H12 DCC, H12 DCC
 H22 DCC, H22 DCC
HPA1 DCC,1HPA DCC
HPA2 DCC,2HPA DCC
 HP8 DCC, HP8 DCC
HP71 DCC,1HP7 DCC
HP72 DCC,2HP7 DCC
HP73 DCC,3HP7 DCC
HP91 DCC,1HP9 DCC
HP92 DCC,2HP9 DCC
HP93 DCC,3HP9 DCC
 HP3 DCC, HP3 DCC
 HP2 DCC, HP2 DCC
HP51 DCC,1HP5 DCC
HP52 DCC,2HP5 DCC
HP41 DCC,1HP4 DCC
HP42 DCC,2HP4 DCC
 HP1 DCC, HP1 DCC
HP21 DCC,1HP2 DCC
HP22 DCC,2HP2 DCC
HP11 DCC,1HP1 DCC
HP12 DCC,2HP1 DCC
 H32 DCC, H32 DCC
 H33 DCC, H33 DCC
HA21 DCC,1HA2 DCC
HA22 DCC,2HA2 DCC
HA31 DCC,1HA3 DCC
HA32 DCC,2HA3 DCC
HA41 DCC,1HA4 DCC
HA42 DCC,2HA4 DCC
HA51 DCC,1HA5 DCC
HA52 DCC,2HA5 DCC
HA61 DCC,1HA6 DCC
HA62 DCC,2HA6 DCC
HA71 DCC,1HA7 DCC
HA72 DCC,2HA7 DCC
HA81 DCC,1HA8 DCC
HA82 DCC,2HA8 DCC
HA91 DCC,1HA9 DCC
HA92 DCC,2HA9 DCC
H5C1 DCD,1H5C DCD
H5C2 DCD,2H5C DCD
H5C3 DCD,3H5C DCD
H3C1 DCD,1H3C DCD
H3C2 DCD,2H3C DCD
 HS  DCD, HS  DCD
H2C1 DCD,1H2C DCD
H2C2 DCD,2H2C DCD
H4C1 DCD,1H4C DCD
H4C2 DCD,2H4C DCD
H4C3 DCD,3H4C DCD
 H11 DCE,1H1  DCE
 H12 DCE,2H1  DCE
 H21 DCE,1H2  DCE
 H22 DCE,2H2  DCE
 H2  DCF, H2  DCF
 H5  DCF, H5  DCF
 HN6 DCF, HN6 DCF
 H71 DCF,1H7  DCF
 H72 DCF,2H7  DCF
 H8  DCF, H8  DCF
 HO8 DCF, HO8 DCF
H2S1 DCF,1H2S DCF
H2S2 DCF,2H2S DCF
 H3S DCF, H3S DCF
 HO3 DCF, HO3 DCF
 HO5 DCF, HO5 DCF
H5S1 DCF,1H5S DCF
H5S2 DCF,2H5S DCF
 H4S DCF, H4S DCF
 H1S DCF, H1S DCF
HOP2 DCG,2HOP DCG
HOP3 DCG,3HOP DCG
 H5' DCG,1H5* DCG
H5'' DCG,2H5* DCG
 H4' DCG, H4* DCG
 H3' DCG, H3* DCG
HO3' DCG,*HO3 DCG
 H2' DCG,1H2* DCG
H2'' DCG,2H2* DCG
 H1' DCG, H1* DCG
 H8  DCG, H8  DCG
 HN1 DCG, HN1 DCG
HN21 DCG,1HN2 DCG
HN22 DCG,2HN2 DCG
 HZ  DCH, HZ  DCH
HZ11 DCH,1HZ1 DCH
HZ12 DCH,2HZ1 DCH
HZ21 DCH,1HZ2 DCH
HZ22 DCH,2HZ2 DCH
 H12 DCH, H12 DCH
 H14 DCH, H14 DCH
 H16 DCH, H16 DCH
 H17 DCH, H17 DCH
 H19 DCH, H19 DCH
 H1A DCH, H1A DCH
HA11 DCH,1HA1 DCH
HA12 DCH,2HA1 DCH
 HA2 DCH, HA2 DCH
HA51 DCH,1HA5 DCH
HA52 DCH,2HA5 DCH
HA61 DCH,1HA6 DCH
HA62 DCH,2HA6 DCH
HA63 DCH,3HA6 DCH
 H22 DCH, H22 DCH
 H23 DCH, H23 DCH
 H25 DCH, H25 DCH
 H26 DCH, H26 DCH
 H31 DCH, H31 DCH
H321 DCH,1H32 DCH
H322 DCH,2H32 DCH
 H33 DCH, H33 DCH
H341 DCH,1H34 DCH
H342 DCH,2H34 DCH
H351 DCH,1H35 DCH
H352 DCH,2H35 DCH
 HN1 DCI,1HN  DCI
 HN2 DCI,2HN  DCI
 HA1 DCI,1HA  DCI
 HA2 DCI,2HA  DCI
 HB  DCI, HB  DCI
HG11 DCI,1HG1 DCI
HG12 DCI,2HG1 DCI
HG21 DCI,1HG2 DCI
HG22 DCI,2HG2 DCI
HG23 DCI,3HG2 DCI
 HD1 DCI,1HD  DCI
 HD2 DCI,2HD  DCI
 HD3 DCI,3HD  DCI
 HN1 DCL,1HN  DCL
 HN2 DCL,2HN  DCL
 HA  DCL, HA  DCL
 HC1 DCL,1HC  DCL
 HC2 DCL,2HC  DCL
 HB1 DCL,1HB  DCL
 HB2 DCL,2HB  DCL
 HG  DCL, HG  DCL
HD11 DCL,1HD1 DCL
HD12 DCL,2HD1 DCL
HD13 DCL,3HD1 DCL
HD21 DCL,1HD2 DCL
HD22 DCL,2HD2 DCL
HD23 DCL,3HD2 DCL
 HXT DCL, HXT DCL
 H5  DCM, H5  DCM
 H6  DCM, H6  DCM
HN41 DCM,1HN4 DCM
HN42 DCM,2HN4 DCM
 H1' DCM, H1* DCM
H2'1 DCM,1H2* DCM
H2'2 DCM,2H2* DCM
 H3' DCM, H3* DCM
 H4' DCM, H4* DCM
HO3' DCM,*HO3 DCM
H5'1 DCM,1H5* DCM
H5'2 DCM,2H5* DCM
HOP2 DCM,2HOP DCM
HOP3 DCM,3HOP DCM
 H1  DCN, H1  DCN
 H4  DCN, H4  DCN
 H3  DCN, H3  DCN
 H10 DCN, H10 DCN
 H9  DCN, H9  DCN
 H12 DCN, H12 DCN
 H13 DCN, H13 DCN
 H17 DCN, H17 DCN
 HO2 DCO, HO2 DCO
 H31 DCO,1H3  DCO
 H32 DCO,2H3  DCO
 HO3 DCO, HO3 DCO
 HO4 DCO, HO4 DCO
 H5  DCP, H5  DCP
 H6  DCP, H6  DCP
HN41 DCP,1HN4 DCP
HN42 DCP,2HN4 DCP
 H1' DCP, H1* DCP
H2'1 DCP,1H2* DCP
H2'2 DCP,2H2* DCP
 H3' DCP, H3* DCP
 H4' DCP, H4* DCP
HO3' DCP,*HO3 DCP
H5'1 DCP,1H5* DCP
H5'2 DCP,2H5* DCP
HOA2 DCP,2HOA DCP
HOB2 DCP,2HOB DCP
HOG2 DCP,2HOG DCP
HOG3 DCP,3HOG DCP
H2A1 DCS,1H2A DCS
H2A2 DCS,2H2A DCS
H2A3 DCS,3H2A DCS
 HO3 DCS, HO3 DCS
H4A1 DCS,1H4A DCS
H4A2 DCS,2H4A DCS
 H6  DCS, H6  DCS
H5A1 DCS,1H5A DCS
H5A2 DCS,2H5A DCS
HOP2 DCS,2HOP DCS
HOP3 DCS,3HOP DCS
 HN  DCS, HN  DCS
 HA  DCS, HA  DCS
 HND DCS, HND DCS
 HB1 DCS,1HB  DCS
 HB2 DCS,2HB  DCS
 H5  DCT, H5  DCT
 H6  DCT, H6  DCT
HN41 DCT,1HN4 DCT
HN42 DCT,2HN4 DCT
 H1' DCT, H1* DCT
 H2' DCT,1H2* DCT
H2'' DCT,2H2* DCT
H3'1 DCT,1H3* DCT
H3'2 DCT,2H3* DCT
 H4' DCT, H4* DCT
 H5' DCT,1H5* DCT
H5'' DCT,2H5* DCT
HOA2 DCT,2HOA DCT
HOB2 DCT,2HOB DCT
HOG2 DCT,2HOG DCT
HOG3 DCT,3HOG DCT
H21A DCU,1H2  DCU
 H22 DCU,2H2  DCU
H31A DCU,1H3  DCU
H32A DCU,2H3  DCU
 H41 DCU,1H4  DCU
 H42 DCU,2H4  DCU
 H51 DCU,1H5  DCU
 H52 DCU,2H5  DCU
 H61 DCU,1H6  DCU
 H62 DCU,2H6  DCU
 H71 DCU,1H7  DCU
 H72 DCU,2H7  DCU
 H81 DCU,1H8  DCU
 H82 DCU,2H8  DCU
 H91 DCU,1H9  DCU
 H92 DCU,2H9  DCU
H101 DCU,1H10 DCU
H102 DCU,2H10 DCU
H111 DCU,1H11 DCU
H112 DCU,2H11 DCU
H131 DCU,1H13 DCU
H132 DCU,2H13 DCU
H133 DCU,3H13 DCU
H141 DCU,1H14 DCU
H142 DCU,2H14 DCU
H143 DCU,3H14 DCU
H151 DCU,1H15 DCU
H152 DCU,2H15 DCU
H153 DCU,3H15 DCU
 H16 DCU, H16 DCU
 H19 DCU, H19 DCU
 H21 DCU, H21 DCU
 H26 DCU, H26 DCU
 H28 DCU, H28 DCU
 H29 DCU, H29 DCU
 H31 DCU, H31 DCU
 H32 DCU, H32 DCU
 H33 DCU, H33 DCU
 H34 DCU, H34 DCU
 H35 DCU, H35 DCU
H361 DCU,1H36 DCU
H362 DCU,2H36 DCU
H371 DCU,1H37 DCU
H372 DCU,2H37 DCU
 H   DCY, H   DCY
 H2  DCY, HN2 DCY
 HA  DCY, HA  DCY
 HB2 DCY,1HB  DCY
 HB3 DCY,2HB  DCY
 HG  DCY, HG  DCY
 HXT DCY, HXT DCY
 H5  DCZ, H5  DCZ
 H6  DCZ, H6  DCZ
HN41 DCZ,1HN4 DCZ
HN42 DCZ,2HN4 DCZ
 H1' DCZ, H1* DCZ
H2'1 DCZ,1H2* DCZ
H2'2 DCZ,2H2* DCZ
 H3' DCZ, H3* DCZ
 H4' DCZ, H4* DCZ
HO3' DCZ,*HO3 DCZ
H5'1 DCZ,1H5* DCZ
H5'2 DCZ,2H5* DCZ
HO51 DCZ,1HO5 DCZ
 H1  DDA, H1  DDA
 H21 DDA,1H2  DDA
 H22 DDA,2H2  DDA
 H3  DDA, H3  DDA
 H4  DDA, H4  DDA
 H5  DDA, H5  DDA
 H61 DDA,1H6  DDA
 H62 DDA,2H6  DDA
 H63 DDA,3H6  DDA
 HO1 DDA, HO1 DDA
 HO3 DDA, HO3 DDA
 HO4 DDA, HO4 DDA
 HO1 DDB, HO1 DDB
 H1  DDB, H1  DDB
 H21 DDB,1H2  DDB
 H22 DDB,2H2  DDB
 HO3 DDB, HO3 DDB
H3M1 DDB,1H3M DDB
H3M2 DDB,2H3M DDB
H3M3 DDB,3H3M DDB
 H4  DDB, H4  DDB
 HO4 DDB, HO4 DDB
 H5  DDB, H5  DDB
 H61 DDB,1H6  DDB
 H62 DDB,2H6  DDB
 H63 DDB,3H6  DDB
 H2  DDC, H2  DDC
 H3  DDC, H3  DDC
 H6  DDC, H6  DDC
 H81 DDC,1H8  DDC
 H82 DDC,2H8  DDC
 H9  DDC, H9  DDC
 HO2 DDC, HO2 DDC
 H11 DDC, H11 DDC
 H12 DDC, H12 DDC
 H13 DDC, H13 DDC
 H14 DDC, H14 DDC
 H15 DDC, H15 DDC
HO31 DDD,HO31 DDD
 HA4 DDD, HA4 DDD
HB21 DDD,1HB2 DDD
HB22 DDD,2HB2 DDD
HG21 DDD,1HG2 DDD
HG22 DDD,2HG2 DDD
HA31 DDD,1HA3 DDD
HA32 DDD,2HA3 DDD
HD21 DDD,1HD2 DDD
HD22 DDD,2HD2 DDD
HB11 DDD,1HB1 DDD
HB12 DDD,2HB1 DDD
 HA2 DDD, HA2 DDD
 HN1 DDD, HN1 DDD
HA11 DDD,1HA1 DDD
HA12 DDD,2HA1 DDD
HO11 DDD,HO11 DDD
 H   DDE,1HN  DDE
 H2  DDE,2HN  DDE
 HA  DDE, HA  DDE
 HB2 DDE,1HB  DDE
 HB3 DDE,2HB  DDE
 HD2 DDE, HD2 DDE
 HE2 DDE, HE2 DDE
HAD1 DDE,1HAD DDE
HAD2 DDE,2HAD DDE
 HBW DDE, HBW DDE
HAB1 DDE,1HAB DDE
HAB2 DDE,2HAB DDE
HAB3 DDE,3HAB DDE
HAC1 DDE,1HAC DDE
HAC2 DDE,2HAC DDE
HAC3 DDE,3HAC DDE
HAA1 DDE,1HAA DDE
HAA2 DDE,2HAA DDE
HAA3 DDE,3HAA DDE
HAU3 DDE,1HAU DDE
HAU2 DDE,2HAU DDE
HAT2 DDE,1HAT DDE
HAT3 DDE,2HAT DDE
 HXT DDE, HXT DDE
 HN1 DDF, HN1 DDF
HN21 DDF,1HN2 DDF
HN22 DDF,2HN2 DDF
 H51 DDF,1H5  DDF
 H52 DDF,2H5  DDF
 H6  DDF, H6  DDF
 H71 DDF,1H7  DDF
 H72 DDF,2H7  DDF
 HN8 DDF, HN8 DDF
 H91 DDF,1H9  DDF
 H92 DDF,2H9  DDF
H101 DDF,1H10 DDF
H102 DDF,2H10 DDF
 H12 DDF, H12 DDF
 H13 DDF, H13 DDF
 H15 DDF, H15 DDF
 H16 DDF, H16 DDF
 HN  DDF, HN  DDF
 HA  DDF, HA  DDF
 HB1 DDF,1HB  DDF
 HB2 DDF,2HB  DDF
 HG1 DDF,1HG  DDF
 HG2 DDF,2HG  DDF
HOE2 DDF,2HOE DDF
 HO2 DDF, HO2 DDF
HOP3 DDG,3HOP DDG
HOP2 DDG,2HOP DDG
 H5' DDG,1H5* DDG
H5'' DDG,2H5* DDG
 H4' DDG, H4* DDG
H3'1 DDG,1H3* DDG
H3'2 DDG,2H3* DDG
 H2' DDG,1H2* DDG
H2'' DDG,2H2* DDG
 H1' DDG, H1* DDG
 H8  DDG, H8  DDG
 H1  DDG, H1  DDG
 H21 DDG,1H2  DDG
 H22 DDG,2H2  DDG
 HHA DDH, HHA DDH
 HHB DDH, HHB DDH
 HHC DDH, HHC DDH
 HHD DDH, HHD DDH
HAA1 DDH,1HAA DDH
HAA2 DDH,2HAA DDH
HMA1 DDH,1HMA DDH
HMA2 DDH,2HMA DDH
HMA3 DDH,3HMA DDH
HBA1 DDH,1HBA DDH
HBA2 DDH,2HBA DDH
HO2A DDH,AHO2 DDH
HMB1 DDH,1HMB DDH
HMB2 DDH,2HMB DDH
HMB3 DDH,3HMB DDH
HOCB DDH,BHOC DDH
HBB1 DDH,1HBB DDH
HBB2 DDH,2HBB DDH
HMC1 DDH,1HMC DDH
HMC2 DDH,2HMC DDH
HMC3 DDH,3HMC DDH
HBC1 DDH,1HBC DDH
HBC2 DDH,2HBC DDH
HBC3 DDH,3HBC DDH
HMD1 DDH,1HMD DDH
HMD2 DDH,2HMD DDH
HMD3 DDH,3HMD DDH
HAD1 DDH,1HAD DDH
HAD2 DDH,2HAD DDH
HBD1 DDH,1HBD DDH
HBD2 DDH,2HBD DDH
HO1D DDH,DHO1 DDH
 HN1 DDI,1HN  DDI
 HN2 DDI,2HN  DDI
 H27 DDI, H27 DDI
 H28 DDI, H28 DDI
 HO4 DDI, HO4 DDI
 H29 DDI, H29 DDI
 HO5 DDI, HO5 DDI
 H30 DDI, H30 DDI
H31A DDI,H31A DDI
H31B DDI,H31B DDI
 HO6 DDI, HO6 DDI
 H26 DDI, H26 DDI
 H25 DDI, H25 DDI
H24A DDI,H24A DDI
H24B DDI,H24B DDI
 H12 DDI, H12 DDI
 H11 DDI, H11 DDI
 H22 DDI, H22 DDI
 H20 DDI, H20 DDI
 H19 DDI, H19 DDI
 H18 DDI, H18 DDI
 H17 DDI, H17 DDI
 H15 DDI, H15 DDI
 H1  DDI, H1  DDI
 H2  DDI, H2  DDI
 H3  DDI, H3  DDI
 H4  DDI, H4  DDI
 H6A DDI, H6A DDI
 H6B DDI, H6B DDI
 H7A DDI, H7A DDI
 H7B DDI, H7B DDI
 H1  DDL, H1  DDL
 H21 DDL,1H2  DDL
 H22 DDL,2H2  DDL
 H3  DDL, H3  DDL
 H4  DDL, H4  DDL
 H5  DDL, H5  DDL
 H61 DDL,1H6  DDL
 H62 DDL,2H6  DDL
 H63 DDL,3H6  DDL
 HO1 DDL, HO1 DDL
 HO3 DDL, HO3 DDL
 HO4 DDL, HO4 DDL
 HC2 DDM, HC2 DDM
 HC3 DDM, HC3 DDM
HC11 DDM,1HC1 DDM
HC12 DDM,2HC1 DDM
 HC4 DDM, HC4 DDM
 HC5 DDM, HC5 DDM
HC61 DDM,1HC6 DDM
HC62 DDM,2HC6 DDM
 HO2 DDM, HO2 DDM
 HO3 DDM, HO3 DDM
 HO4 DDM, HO4 DDM
 HN5 DDM, HN5 DDM
 HO6 DDM, HO6 DDM
 H1P DDN, H1P DDN
 H2P DDN, H2P DDN
 H5' DDN,1H5* DDN
H5'' DDN,2H5* DDN
 H4' DDN, H4* DDN
 H3' DDN, H3* DDN
 H1  DDN, H1  DDN
 H2' DDN,1H2* DDN
H2'' DDN,2H2* DDN
 H1' DDN, H1* DDN
 HN3 DDN, HN3 DDN
 H4  DDN, H4  DDN
 HO4 DDN, HO4 DDN
 H5  DDN, H5  DDN
